"Dependents","MultipleLines","InternetService","Contract","tenure","MonthlyCharges","Churn","confidence(No)","confidence(Yes)","prediction(Churn)","cost"
"Yes","Yes","DSL","One year",41.0,78.35,"No",0.9534913619876598,0.04650863801234031,"No",0.9069827239753195
"No","No","Fiber optic","Month-to-month",1.0,95.85,"No",0.37924395913456815,0.6207560408654319,"Yes",0.24151208173086375
"Yes","No","DSL","Two year",67.0,35.7,"No",0.9590351140213159,0.04096488597868414,"No",0.9180702280426318
"Yes","Yes","DSL","One year",44.0,24.85,"No",0.9586638838385856,0.041336116161414437,"No",0.9173277676771712
"No","Yes","DSL","One year",34.0,64.4,"Yes",0.9471302281579751,0.05286977184202498,"No",0.8942604563159501
"No","No","DSL","Month-to-month",11.0,70.5,"No",0.8379409488651728,0.16205905113482716,"No",0.6758818977303456
"No","No","DSL","One year",15.0,20.1,"No",0.9535588832671302,0.046441116732869714,"No",0.9071177665342605
"No","No","DSL","Month-to-month",11.0,69.35,"No",0.8358145108960655,0.16418548910393452,"No",0.671629021792131
"Yes","No","DSL","One year",64.0,19.8,"No",0.9585583686306105,0.0414416313693895,"No",0.917116737261221
"Yes","No","DSL","One year",15.0,65.6,"No",0.952295333765543,0.04770466623445698,"No",0.904590667531086
"No","Yes","DSL","One year",60.0,80.55,"No",0.9443092485525613,0.0556907514474389,"No",0.8886184971051223
"No","No","DSL","One year",56.0,52.7,"No",0.9497084590530102,0.05029154094698992,"No",0.8994169181060202
"No","No","DSL","Two year",8.0,20.85,"No",0.9538787499045869,0.046121250095413104,"No",0.9077574998091738
"No","No","Fiber optic","Month-to-month",2.0,80.2,"Yes",0.3956795925101037,0.6043204074898963,"Yes",0.20864081497979264
"No","No","Fiber optic","Month-to-month",6.0,98.15,"Yes",0.41982791570350037,0.5801720842964996,"Yes",0.16034416859299921
"No","Yes","Fiber optic","Month-to-month",12.0,112.95,"Yes",0.33045183257225846,0.6695481674277417,"Yes",0.33909633485548324
"No","Yes","Fiber optic","Two year",72.0,113.65,"No",0.9344150838194681,0.0655849161805319,"No",0.8688301676389363
"No","No","Fiber optic","Month-to-month",40.0,91.55,"No",0.7857274484720632,0.21427255152793667,"No",0.5714548969441265
"Yes","No","Fiber optic","Month-to-month",23.0,99.85,"Yes",0.7125117009140509,0.28748829908594914,"No",0.4250234018281018
"No","No","DSL","Month-to-month",7.0,48.2,"No",0.7595276227639619,0.24047237723603812,"No",0.5190552455279238
"Yes","No","DSL","Month-to-month",3.0,55.9,"No",0.8814891951255927,0.11851080487440739,"No",0.7629783902511853
"Yes","Yes","Fiber optic","Two year",72.0,107.45,"No",0.9447169451978329,0.055283054802167074,"No",0.8894338903956658
"No","No","DSL","Month-to-month",13.0,48.75,"Yes",0.8095110293123362,0.1904889706876638,"No",0.6190220586246724
"No","Yes","DSL","Two year",72.0,85.95,"No",0.952855951716414,0.047144048283586,"No",0.905711903432828
"No","No","DSL","Month-to-month",1.0,25.15,"Yes",0.7939748380639283,0.20602516193607187,"No",0.5879496761278564
"No","Yes","Fiber optic","One year",54.0,110.35,"Yes",0.8043914634570631,0.19560853654293697,"No",0.6087829269141262
"Yes","Yes","DSL","Two year",71.0,91.25,"No",0.9562433199713208,0.04375668002867927,"No",0.9124866399426416
"Yes","Yes","Fiber optic","Month-to-month",34.0,97.7,"No",0.6943060968062907,0.3056939031937092,"No",0.38861219361258154
"Yes","No","Fiber optic","Month-to-month",48.0,104.5,"No",0.8265676125921754,0.17343238740782466,"No",0.6531352251843507
"No","No","DSL","One year",18.0,20.1,"No",0.9542170357332842,0.045782964266715874,"No",0.9084340714665683
"Yes","Yes","DSL","Two year",72.0,93.25,"No",0.9561847329752821,0.04381526702471803,"No",0.912369465950564
"No","No","DSL","Month-to-month",4.0,20.7,"No",0.8532786852321719,0.14672131476782807,"No",0.7065573704643437
"Yes","Yes","DSL","Two year",49.0,25.25,"No",0.9592897686562426,0.04071023134375745,"No",0.9185795373124852
"Yes","No","Fiber optic","Month-to-month",11.0,90.6,"No",0.5565168659065151,0.4434831340934849,"No",0.11303373181303017
"No","Yes","Fiber optic","Month-to-month",65.0,95.45,"No",0.815395986652003,0.184604013347997,"No",0.6307919733040059
"No","Yes","Fiber optic","Month-to-month",15.0,83.05,"Yes",0.4523993055768427,0.5476006944231574,"Yes",0.09520138884631468
"No","Yes","Fiber optic","One year",72.0,109.15,"No",0.8539675897676964,0.1460324102323037,"No",0.7079351795353926
"No","No","Fiber optic","Month-to-month",26.0,85.7,"No",0.706906659948742,0.29309334005125803,"No",0.413813319897484
"No","Yes","Fiber optic","One year",57.0,94.7,"No",0.8606648445453314,0.13933515545466849,"No",0.721329689090663
"No","No","DSL","Month-to-month",5.0,55.8,"No",0.7583366557591917,0.24166334424080824,"No",0.5166733115183835
"No","Yes","Fiber optic","Month-to-month",21.0,94.25,"Yes",0.46866870246943204,0.5313312975305681,"Yes",0.06266259506113603
"Yes","No","DSL","One year",48.0,45.0,"No",0.9563084510304964,0.04369154896950358,"No",0.9126169020609929
"No","Yes","Fiber optic","Two year",68.0,114.9,"No",0.9303240460932093,0.06967595390679077,"No",0.8606480921864186
"No","Yes","Fiber optic","Month-to-month",30.0,106.4,"No",0.5126881893303689,0.4873118106696311,"No",0.025376378660737775
"No","No","DSL","Two year",14.0,39.7,"No",0.9515930741288967,0.048406925871103235,"No",0.9031861482577934
"Yes","No","DSL","Month-to-month",61.0,33.6,"No",0.9515848505470467,0.048415149452953186,"No",0.9031697010940934
"Yes","Yes","Fiber optic","Two year",72.0,90.45,"No",0.9509851011676447,0.04901489883235527,"No",0.9019702023352894
"No","Yes","Fiber optic","Month-to-month",5.0,84.0,"No",0.3225219810298316,0.6774780189701683,"Yes",0.35495603794033675
"No","No","DSL","Two year",49.0,67.4,"No",0.953876545513923,0.04612345448607704,"No",0.907753091027846
"Yes","No","DSL","Two year",9.0,19.6,"No",0.9576756884541027,0.042324311545897254,"No",0.9153513769082054
"No","Yes","DSL","Month-to-month",33.0,72.75,"No",0.9029275045299764,0.09707249547002356,"No",0.8058550090599528
"Yes","No","DSL","Two year",62.0,20.05,"No",0.9593404934529562,0.04065950654704387,"No",0.9186809869059124
"No","Yes","Fiber optic","Month-to-month",14.0,82.65,"No",0.4398563616166924,0.5601436383833076,"Yes",0.12028727676661521
"No","Yes","Fiber optic","Two year",69.0,112.55,"No",0.9326580261256824,0.06734197387431767,"No",0.8653160522513648
"No","Yes","DSL","Month-to-month",1.0,25.7,"No",0.8769882276965414,0.12301177230345865,"No",0.7539764553930828
"Yes","Yes","DSL","Two year",71.0,90.3,"No",0.9563007548848464,0.043699245115153475,"No",0.912601509769693
"Yes","No","DSL","One year",66.0,49.4,"No",0.9566180013380796,0.043381998661920274,"No",0.9132360026761593
"No","No","DSL","Month-to-month",2.0,19.4,"No",0.8467670184862363,0.15323298151376383,"No",0.6935340369724724
"Yes","No","DSL","Month-to-month",21.0,26.05,"No",0.9423046064014758,0.05769539359852414,"No",0.8846092128029517
"No","Yes","Fiber optic","Month-to-month",48.0,91.05,"No",0.733289357363665,0.2667106426363351,"No",0.46657871472732987
"Yes","No","DSL","Month-to-month",3.0,29.65,"No",0.9057862667840002,0.09421373321599978,"No",0.8115725335680004
"Yes","No","DSL","Month-to-month",43.0,50.2,"No",0.9429348316368019,0.057065168363198006,"No",0.885869663273604
"No","Yes","DSL","Month-to-month",8.0,59.25,"No",0.8117743667436198,0.18822563325638023,"No",0.6235487334872396
"No","Yes","Fiber optic","Month-to-month",20.0,90.7,"No",0.474564115793801,0.5254358842061989,"Yes",0.05087176841239793
"No","No","Fiber optic","Month-to-month",1.0,88.35,"Yes",0.3799330741294646,0.6200669258705355,"Yes",0.24013385174107088
"No","No","DSL","Month-to-month",12.0,49.85,"No",0.8028829586469616,0.1971170413530384,"No",0.6057659172939232
"Yes","No","Fiber optic","Month-to-month",9.0,93.0,"No",0.5250988653788222,0.4749011346211778,"No",0.05019773075764444
"Yes","No","Fiber optic","Month-to-month",8.0,94.2,"Yes",0.5110582896345361,0.48894171036546386,"No",0.02211657926907229
"Yes","No","DSL","Two year",45.0,20.85,"No",0.9591242599548431,0.04087574004515684,"No",0.9182485199096863
"Yes","Yes","DSL","Two year",60.0,84.95,"No",0.9560161289992469,0.04398387100075309,"No",0.9120322579984939
"No","No","DSL","Month-to-month",10.0,35.75,"No",0.8030712311201222,0.19692876887987784,"No",0.6061424622402444
"No","Yes","Fiber optic","Month-to-month",27.0,86.45,"No",0.579930674001591,0.4200693259984091,"No",0.1598613480031819
"No","Yes","Fiber optic","Two year",57.0,112.95,"Yes",0.920987423214174,0.07901257678582597,"No",0.8419748464283481
"No","No","DSL","Month-to-month",17.0,35.65,"No",0.8551612788556816,0.1448387211443184,"No",0.7103225577113632
"Yes","Yes","Fiber optic","Month-to-month",38.0,99.25,"Yes",0.7198933884848984,0.2801066115151016,"No",0.4397867769697968
"No","No","Fiber optic","One year",59.0,82.95,"No",0.9188468272982386,0.08115317270176126,"No",0.8376936545964774
"No","No","DSL","One year",9.0,50.8,"No",0.9414754916269606,0.05852450837303926,"No",0.8829509832539214
"Yes","No","DSL","Month-to-month",3.0,19.65,"No",0.9229518486624935,0.07704815133750652,"No",0.8459036973249869
"No","No","Fiber optic","Month-to-month",31.0,73.55,"No",0.7996103153993223,0.20038968460067771,"No",0.5992206307986445
"No","No","DSL","Month-to-month",7.0,61.4,"No",0.7892420388244404,0.21075796117555948,"No",0.578484077648881
"No","No","Fiber optic","Month-to-month",2.0,81.5,"No",0.3930614059217415,0.6069385940782585,"Yes",0.21387718815651696
"No","Yes","Fiber optic","Month-to-month",7.0,84.8,"Yes",0.33811862998128844,0.6618813700187115,"Yes",0.32376274003742306
"Yes","No","DSL","Month-to-month",11.0,59.65,"No",0.9048585492142931,0.09514145078570685,"No",0.8097170984285862
"No","No","Fiber optic","Month-to-month",5.0,89.35,"Yes",0.4092040556239371,0.590795944376063,"Yes",0.1815918887521259
"No","No","DSL","Month-to-month",8.0,20.45,"No",0.8808483946572064,0.1191516053427936,"No",0.7616967893144129
"No","Yes","Fiber optic","Month-to-month",8.0,85.65,"No",0.3454327264512919,0.6545672735487081,"Yes",0.3091345470974162
"No","No","DSL","Month-to-month",1.0,35.25,"Yes",0.7225391159157946,0.27746088408420533,"No",0.44507823183158923
"Yes","No","DSL","Two year",60.0,20.55,"No",0.9593129168100077,0.04068708318999218,"No",0.9186258336200156
"Yes","Yes","Fiber optic","One year",49.0,97.95,"No",0.9060113282889541,0.09398867171104582,"No",0.8120226565779083
"No","No","DSL","Month-to-month",4.0,48.55,"Yes",0.7337986938051196,0.2662013061948803,"No",0.46759738761023933
"No","Yes","DSL","Two year",67.0,70.9,"No",0.9541920577472824,0.045807942252717594,"No",0.9083841154945649
"Yes","No","DSL","Month-to-month",6.0,19.85,"No",0.929031336041248,0.07096866395875184,"No",0.8580626720824962
"No","No","DSL","Two year",69.0,84.7,"No",0.954370811859103,0.045629188140897135,"No",0.9087416237182059
"No","No","Fiber optic","Month-to-month",3.0,86.05,"No",0.39509784014663235,0.6049021598533676,"Yes",0.20980431970673524
"Yes","Yes","DSL","Two year",56.0,75.85,"No",0.9566917986604556,0.04330820133954442,"No",0.9133835973209112
"No","Yes","Fiber optic","Month-to-month",59.0,93.85,"Yes",0.789769439319746,0.21023056068025403,"No",0.5795388786394919
"No","Yes","DSL","Two year",61.0,25.0,"No",0.9587299546298743,0.041270045370125706,"No",0.9174599092597486
"No","Yes","Fiber optic","Month-to-month",14.0,80.45,"Yes",0.45516382179359743,0.5448361782064025,"Yes",0.08967235641280508
"Yes","Yes","Fiber optic","One year",28.0,90.45,"No",0.8897442727873499,0.11025572721265005,"No",0.7794885455746998
"No","No","DSL","Month-to-month",42.0,20.35,"No",0.943666573124286,0.056333426875714,"No",0.8873331462485721
"No","No","DSL","Two year",18.0,20.05,"No",0.9560776091875667,0.04392239081243319,"No",0.9121552183751335
"Yes","No","DSL","One year",50.0,75.5,"No",0.9534836099401001,0.04651639005989985,"No",0.9069672198802002
"No","Yes","DSL","One year",70.0,26.05,"No",0.957694575872914,0.042305424127086065,"No",0.9153891517458279
"No","No","Fiber optic","Month-to-month",2.0,75.7,"Yes",0.40684271588356835,0.5931572841164316,"Yes",0.1863145682328633
"No","Yes","DSL","Two year",72.0,24.3,"No",0.9589963661556276,0.0410036338443725,"No",0.9179927323112551
"No","Yes","DSL","Two year",72.0,25.25,"No",0.9589541655399217,0.041045834460078166,"No",0.9179083310798436
"No","Yes","Fiber optic","Month-to-month",1.0,74.25,"Yes",0.3259754351754978,0.6740245648245021,"Yes",0.3480491296490043
"No","No","DSL","One year",23.0,68.75,"No",0.9430500792356478,0.056949920764352256,"No",0.8861001584712955
"No","Yes","Fiber optic","Month-to-month",24.0,99.65,"No",0.47842268912095737,0.5215773108790426,"Yes",0.04315462175808521
"No","Yes","Fiber optic","Month-to-month",2.0,91.45,"No",0.2806326207580413,0.7193673792419588,"Yes",0.4387347584839175
"No","Yes","Fiber optic","Month-to-month",36.0,85.25,"Yes",0.6735537268534978,0.32644627314650215,"No",0.34710745370699564
"Yes","Yes","DSL","One year",53.0,78.75,"No",0.9535633949838903,0.0464366050161096,"No",0.9071267899677807
"Yes","Yes","Fiber optic","Two year",72.0,97.75,"No",0.9486032077395755,0.05139679226042452,"No",0.897206415479151
"No","No","DSL","Month-to-month",1.0,19.4,"Yes",0.8386883142593766,0.16131168574062346,"No",0.6773766285187531
"Yes","No","DSL","Two year",67.0,50.9,"No",0.9585970046354028,0.04140299536459733,"No",0.9171940092708054
"No","Yes","DSL","Two year",70.0,92.2,"No",0.9521071614173783,0.04789283858262189,"No",0.9042143228347563
"No","Yes","Fiber optic","Two year",72.0,113.4,"No",0.9345763061616913,0.06542369383830869,"No",0.8691526123233826
"Yes","Yes","DSL","Two year",65.0,26.0,"No",0.9594430460586277,0.040556953941372396,"No",0.9188860921172554
"No","No","DSL","Two year",52.0,39.1,"No",0.9568334352266109,0.04316656477338906,"No",0.9136668704532218
"Yes","No","DSL","Two year",56.0,20.05,"No",0.959287597289201,0.04071240271079912,"No",0.9185751945784019
"No","Yes","DSL","One year",47.0,26.9,"No",0.9569219885801415,0.04307801141985849,"No",0.9138439771602831
"No","No","DSL","Month-to-month",2.0,19.2,"No",0.8481476165778127,0.1518523834221873,"No",0.6962952331556254
"No","Yes","Fiber optic","Month-to-month",45.0,84.55,"No",0.7565763709547748,0.24342362904522516,"No",0.5131527419095496
"No","No","DSL","Month-to-month",3.0,45.45,"No",0.7203139843230278,0.27968601567697216,"No",0.4406279686460557
"No","Yes","Fiber optic","Month-to-month",46.0,93.7,"Yes",0.7034292075415317,0.2965707924584684,"No",0.4068584150830633
"Yes","No","DSL","Two year",66.0,50.55,"No",0.9585932543056014,0.04140674569439858,"No",0.9171865086112028
"Yes","Yes","DSL","Two year",13.0,25.0,"No",0.9584736325273094,0.04152636747269054,"No",0.9169472650546189
"No","Yes","Fiber optic","Month-to-month",60.0,95.75,"Yes",0.7845959871672253,0.21540401283277455,"No",0.5691919743344508
"No","Yes","DSL","Two year",72.0,24.85,"No",0.9589722236488333,0.04102777635116672,"No",0.9179444472976666
"No","Yes","Fiber optic","Month-to-month",30.0,94.05,"Yes",0.5613664996913579,0.43863350030864207,"No",0.12273299938271581
"No","No","DSL","Month-to-month",1.0,54.75,"Yes",0.7189566764726707,0.28104332352732936,"No",0.43791335294534134
"Yes","No","Fiber optic","Month-to-month",53.0,108.25,"No",0.8391173646930671,0.16088263530693295,"No",0.6782347293861342
"No","Yes","Fiber optic","Month-to-month",1.0,94.6,"Yes",0.26946433996988844,0.7305356600301116,"Yes",0.46107132006022317
"Yes","No","Fiber optic","Month-to-month",31.0,98.9,"Yes",0.7647512423822794,0.2352487576177207,"No",0.5295024847645587
"No","No","DSL","Two year",48.0,20.15,"No",0.9582459119100831,0.04175408808991695,"No",0.9164918238201661
"Yes","No","DSL","Month-to-month",44.0,19.6,"No",0.9534800263838498,0.04651997361615027,"No",0.9069600527676995
"Yes","Yes","Fiber optic","Month-to-month",57.0,100.6,"No",0.806494878486696,0.1935051215133041,"No",0.6129897569733919
"Yes","Yes","Fiber optic","One year",64.0,111.45,"No",0.9040712822812919,0.0959287177187081,"No",0.8081425645625837
"No","Yes","Fiber optic","Month-to-month",61.0,105.55,"Yes",0.7383814173459764,0.2616185826540236,"No",0.4767628346919528
"Yes","No","DSL","Month-to-month",39.0,30.1,"Yes",0.9496583264185995,0.05034167358140044,"No",0.8993166528371991
"No","No","Fiber optic","Month-to-month",10.0,70.3,"Yes",0.5507779941430049,0.4492220058569951,"No",0.10155598828600976
"Yes","Yes","DSL","Month-to-month",14.0,80.45,"No",0.9182793303972777,0.08172066960272219,"No",0.8365586607945555
"Yes","Yes","Fiber optic","One year",67.0,94.35,"Yes",0.9263034006434161,0.07369659935658389,"No",0.8526068012868322
"No","Yes","DSL","Two year",72.0,91.35,"No",0.9523694262486101,0.04763057375138983,"No",0.9047388524972203
"No","No","DSL","Two year",71.0,79.1,"No",0.9547818766872237,0.04521812331277638,"No",0.9095637533744473
"Yes","Yes","DSL","One year",28.0,51.0,"No",0.9560552861941617,0.043944713805838344,"No",0.9121105723883234
"No","No","Fiber optic","Month-to-month",2.0,70.7,"Yes",0.4263427534209565,0.5736572465790434,"Yes",0.14731449315808687
"No","Yes","Fiber optic","Month-to-month",7.0,99.25,"Yes",0.3050454318487336,0.6949545681512664,"Yes",0.3899091363025328
"No","Yes","Fiber optic","Two year",70.0,113.0,"No",0.9332022117052788,0.0667977882947211,"No",0.8664044234105577
"Yes","No","DSL","Two year",36.0,40.65,"No",0.9582019103211521,0.04179808967884785,"No",0.9164038206423042
"No","No","Fiber optic","One year",52.0,105.0,"Yes",0.8817176410060159,0.11828235899398408,"No",0.7634352820120318
"No","No","DSL","Month-to-month",5.0,59.9,"No",0.7682655097665302,0.23173449023346993,"No",0.5365310195330603
"No","Yes","Fiber optic","Month-to-month",33.0,83.35,"Yes",0.659214783594785,0.340785216405215,"No",0.31842956718957005
"No","No","DSL","Two year",56.0,81.8,"No",0.9536603666891045,0.04633963331089567,"No",0.9073207333782088
"No","Yes","DSL","Month-to-month",35.0,59.6,"No",0.9129002727089257,0.08709972729107429,"No",0.8258005454178514
"No","Yes","Fiber optic","Month-to-month",15.0,84.35,"No",0.44353556599157146,0.5564644340084285,"Yes",0.11292886801685703
"No","No","Fiber optic","Month-to-month",24.0,90.35,"Yes",0.6703163927838721,0.3296836072161278,"No",0.3406327855677443
"No","No","DSL","Month-to-month",1.0,55.55,"No",0.7207753631386509,0.279224636861349,"No",0.44155072627730185
